Nome,cpu total(%),cpus_nucleos,ram(%),disco(%),Quando foi Coletado,Rede recebida(Mbps),Rede enviada(Mbps),Frequencia de uso da CPU(MHz),Endereco MAC
Lucas,2.5,"[6.7, 4.1, 4.9, 3.6]",73.6,22.9,2026-08-21 14:45:29.750572,0.12,0.02,649.11,34:68:95:df:a0:09
Lucas,2.7,"[6.6, 5.3, 5.2, 6.1]",73.6,22.9,2026-08-21 14:45:36.755093,0.13,0.0,797.74,34:68:95:df:a0:09
Lucas,1.4,"[4.2, 2.9, 3.5, 2.7]",73.7,22.9,2026-08-21 14:45:43.759406,0.13,0.0,798.16,34:68:95:df:a0:09
Lucas,2.3,"[3.4, 4.2, 3.0, 3.6]",73.8,22.9,2026-08-21 14:45:50.763858,0.1,0.0,723.75,34:68:95:df:a0:09
Lucas,2.0,"[4.2, 3.2, 3.0, 2.5]",73.6,22.9,2026-08-21 14:45:57.768567,0.1,0.0,723.64,34:68:95:df:a0:09
Lucas,1.4,"[5.8, 6.1, 5.5, 5.6]",73.5,22.9,2026-08-21 14:46:04.773324,0.1,0.0,649.22,34:68:95:df:a0:09
Lucas,4.4,"[4.1, 4.3, 3.0, 2.6]",73.5,22.9,2026-08-21 14:46:11.777804,0.37,0.0,723.95,34:68:95:df:a0:09
Lucas,3.9,"[6.4, 3.3, 3.3, 2.7]",73.7,22.9,2026-08-21 14:46:18.782388,0.06,0.0,649.13,34:68:95:df:a0:09
Lucas,2.0,"[3.9, 3.8, 3.2, 2.7]",73.9,22.9,2026-08-21 14:46:25.786898,0.1,0.0,649.1,34:68:95:df:a0:09
Lucas,4.1,"[4.1, 4.3, 4.2, 3.5]",73.9,22.9,2026-08-21 14:46:32.791504,0.14,0.09,574.55,34:68:95:df:a0:09
Lucas,2.8,"[4.5, 5.8, 4.8, 4.5]",73.7,22.9,2026-08-21 14:46:39.795926,0.07,0.03,649.15,34:68:95:df:a0:09
Lucas,1.6,"[2.8, 1.7, 2.6, 2.3]",73.5,22.9,2026-08-21 14:46:46.800366,0.04,0.0,649.19,34:68:95:df:a0:09
Lucas,1.1,"[3.6, 3.5, 2.2, 2.3]",73.7,22.9,2026-08-21 14:46:53.804937,0.02,0.0,574.55,34:68:95:df:a0:09
Lucas,5.7,"[4.8, 4.5, 4.3, 4.9]",73.7,22.9,2026-08-21 14:47:00.809022,0.22,0.02,2195.09,34:68:95:df:a0:09
Lucas,1.5,"[5.7, 5.3, 4.0, 5.6]",73.7,22.9,2026-08-21 14:47:07.813171,0.02,0.0,723.7,34:68:95:df:a0:09
Lucas,1.4,"[2.6, 3.0, 2.7, 2.7]",73.5,22.9,2026-08-21 14:47:14.817448,0.04,0.0,723.66,34:68:95:df:a0:09
Lucas,2.5,"[7.6, 4.8, 5.3, 4.7]",73.5,22.9,2026-08-21 14:47:21.821945,0.07,0.0,723.53,34:68:95:df:a0:09
Lucas,1.4,"[2.3, 2.4, 1.9, 2.7]",73.4,22.9,2026-08-21 14:47:28.826710,0.04,0.0,649.11,34:68:95:df:a0:09
Lucas,2.2,"[3.4, 3.2, 4.0, 3.3]",73.4,22.9,2026-08-21 14:47:35.831266,0.08,0.03,798.29,34:68:95:df:a0:09
Lucas,1.6,"[3.9, 3.6, 3.7, 3.2]",73.5,22.9,2026-08-21 14:47:42.835668,0.05,0.0,723.67,34:68:95:df:a0:09
Lucas,5.1,"[4.7, 3.3, 2.9, 2.3]",73.6,22.9,2026-08-21 14:47:49.840112,0.02,0.01,649.1,34:68:95:df:a0:09
Lucas,2.0,"[3.6, 2.7, 2.3, 2.0]",73.7,22.9,2026-08-21 14:47:56.844529,0.02,0.0,723.71,34:68:95:df:a0:09
Lucas,1.9,"[7.5, 5.9, 5.0, 5.5]",73.6,22.9,2026-08-21 14:48:03.849092,0.19,0.0,649.09,34:68:95:df:a0:09
Lucas,3.4,"[2.5, 2.7, 3.0, 3.0]",73.4,22.9,2026-08-21 14:48:10.853710,0.14,0.07,723.81,34:68:95:df:a0:09
Lucas,1.1,"[3.3, 1.9, 3.0, 2.2]",73.3,22.9,2026-08-21 14:48:17.858228,0.03,0.0,798.07,34:68:95:df:a0:09
Lucas,1.1,"[3.5, 4.0, 2.6, 2.7]",73.5,22.9,2026-08-21 14:48:24.863144,0.07,0.0,649.11,34:68:95:df:a0:09
Lucas,10.6,"[5.8, 4.0, 4.9, 5.2]",73.9,22.9,2026-08-21 14:48:31.867579,0.35,0.3,798.22,34:68:95:df:a0:09
Lucas,2.0,"[3.9, 2.9, 3.3, 3.2]",73.8,22.9,2026-08-21 14:48:38.872088,0.02,0.0,723.89,34:68:95:df:a0:09
Lucas,2.7,"[8.1, 7.5, 7.6, 7.8]",73.4,22.9,2026-08-21 14:48:45.876542,0.01,0.0,723.71,34:68:95:df:a0:09
Lucas,2.0,"[3.3, 4.0, 3.6, 3.3]",73.5,22.9,2026-08-21 14:48:52.881196,0.03,0.0,649.18,34:68:95:df:a0:09
Lucas,2.2,"[2.8, 2.2, 2.6, 3.0]",73.4,22.9,2026-08-21 14:48:59.885880,0.21,0.0,798.11,34:68:95:df:a0:09
Lucas,2.8,"[4.2, 3.6, 4.3, 3.9]",73.5,22.9,2026-08-21 14:49:06.890454,0.33,0.0,798.29,34:68:95:df:a0:09
Lucas,1.3,"[2.5, 3.0, 2.5, 2.6]",73.4,22.9,2026-08-21 14:49:13.894990,0.02,0.0,723.74,34:68:95:df:a0:09
Lucas,3.5,"[3.4, 4.6, 3.9, 2.4]",73.6,22.9,2026-08-21 14:49:20.899445,0.12,0.0,798.44,34:68:95:df:a0:09
Lucas,1.6,"[4.7, 4.9, 4.6, 5.5]",73.4,22.9,2026-08-21 14:49:27.903818,0.11,0.0,723.66,34:68:95:df:a0:09
Lucas,1.9,"[5.0, 4.5, 3.9, 4.5]",73.5,22.9,2026-08-21 14:49:34.908429,0.14,0.03,574.55,34:68:95:df:a0:09
Lucas,3.3,"[4.2, 3.9, 3.3, 3.6]",73.6,22.9,2026-08-21 14:49:41.912878,0.13,0.0,798.16,34:68:95:df:a0:09
Lucas,3.2,"[2.5, 4.8, 2.9, 3.3]",73.7,22.9,2026-08-21 14:49:48.917333,0.11,0.0,798.21,34:68:95:df:a0:09
Lucas,3.0,"[4.7, 4.2, 2.8, 4.2]",73.7,22.9,2026-08-21 14:49:55.921710,0.05,0.0,798.23,34:68:95:df:a0:09
Lucas,5.1,"[5.8, 5.6, 6.6, 8.5]",73.6,22.9,2026-08-21 14:50:02.925871,0.06,0.02,723.67,34:68:95:df:a0:09
Lucas,3.2,"[6.2, 3.9, 4.2, 4.6]",73.4,22.9,2026-08-21 14:50:09.930373,0.37,0.0,649.12,34:68:95:df:a0:09
Lucas,2.0,"[3.4, 4.5, 2.7, 4.0]",73.3,22.9,2026-08-21 14:50:16.934750,0.05,0.0,649.16,34:68:95:df:a0:09
Lucas,2.3,"[3.8, 4.1, 2.8, 4.0]",73.5,22.9,2026-08-21 14:50:23.939356,0.07,0.01,723.78,34:68:95:df:a0:09
Lucas,18.6,"[7.3, 7.5, 6.9, 9.9]",73.8,22.9,2026-08-21 14:50:30.943199,0.35,0.19,2195.06,34:68:95:df:a0:09
Lucas,2.4,"[7.7, 6.8, 11.0, 9.1]",74.4,22.9,2026-08-21 14:50:37.946999,0.03,0.02,798.25,34:68:95:df:a0:09
Lucas,1.4,"[7.0, 4.8, 5.6, 4.9]",74.1,22.9,2026-08-21 14:50:44.951671,0.06,0.0,798.22,34:68:95:df:a0:09
Lucas,2.8,"[3.6, 2.3, 2.9, 4.5]",74.2,22.9,2026-08-21 14:50:51.956463,0.02,0.0,723.72,34:68:95:df:a0:09
Lucas,1.3,"[2.5, 2.3, 2.2, 2.2]",74.0,22.9,2026-08-21 14:50:58.960766,0.02,0.0,574.55,34:68:95:df:a0:09
Lucas,2.5,"[5.4, 5.3, 5.2, 4.5]",73.6,22.9,2026-08-21 14:51:05.965279,0.19,0.0,649.09,34:68:95:df:a0:09
Lucas,3.3,"[2.8, 2.5, 3.6, 4.0]",73.6,22.9,2026-08-21 14:51:12.969647,0.24,0.02,657.6,34:68:95:df:a0:09
Lucas,4.2,"[2.7, 2.9, 2.5, 4.7]",73.8,22.9,2026-08-21 14:51:19.974258,0.02,0.0,798.19,34:68:95:df:a0:09
Lucas,4.3,"[7.4, 6.9, 7.8, 9.4]",73.6,22.9,2026-08-21 14:51:26.978283,0.09,0.01,1038.2,34:68:95:df:a0:09
Lucas,3.2,"[3.5, 2.6, 5.2, 4.5]",73.4,22.9,2026-08-21 14:51:33.982337,0.25,0.03,574.53,34:68:95:df:a0:09
Lucas,2.5,"[3.3, 3.3, 3.9, 3.3]",73.4,22.9,2026-08-21 14:51:40.986602,0.05,0.01,723.82,34:68:95:df:a0:09
Lucas,1.6,"[2.3, 3.0, 4.7, 2.9]",73.5,22.9,2026-08-21 14:51:47.991085,0.06,0.0,649.13,34:68:95:df:a0:09
Lucas,1.4,"[4.1, 6.2, 3.7, 4.7]",73.6,22.9,2026-08-21 14:51:54.995423,0.03,0.0,798.28,34:68:95:df:a0:09
Lucas,6.6,"[5.0, 4.6, 4.2, 3.6]",73.5,22.9,2026-08-21 14:52:02.000246,0.1,0.0,723.72,34:68:95:df:a0:09
Lucas,1.3,"[2.0, 1.9, 3.0, 2.3]",73.5,22.9,2026-08-21 14:52:09.004724,0.03,0.0,723.65,34:68:95:df:a0:09
Lucas,1.8,"[3.0, 2.3, 3.0, 2.4]",73.4,22.9,2026-08-21 14:52:16.009338,0.03,0.0,649.09,34:68:95:df:a0:09
Lucas,1.9,"[2.5, 3.2, 3.7, 4.5]",73.6,22.9,2026-08-21 14:52:23.013760,0.03,0.0,723.83,34:68:95:df:a0:09
Lucas,1.5,"[2.9, 2.5, 1.7, 1.9]",73.6,22.9,2026-08-21 14:52:30.018433,0.02,0.0,649.09,34:68:95:df:a0:09
Lucas,2.2,"[5.0, 5.9, 5.2, 4.3]",73.4,22.9,2026-08-21 14:52:37.022821,0.02,0.0,798.21,34:68:95:df:a0:09
Lucas,1.0,"[5.4, 5.9, 4.5, 5.3]",73.4,22.9,2026-08-21 14:52:44.027266,0.01,0.0,723.78,34:68:95:df:a0:09
Lucas,2.0,"[3.3, 2.3, 3.3, 2.3]",73.6,22.9,2026-08-21 14:52:51.031679,0.02,0.0,574.54,34:68:95:df:a0:09
Lucas,1.5,"[2.6, 2.3, 2.7, 1.9]",73.5,22.9,2026-08-21 14:52:58.036181,0.03,0.0,723.52,34:68:95:df:a0:09
Lucas,2.0,"[6.8, 4.9, 6.2, 4.9]",73.4,22.9,2026-08-21 14:53:05.040547,0.23,0.0,723.63,34:68:95:df:a0:09
Lucas,2.8,"[4.2, 1.9, 3.0, 2.9]",73.5,22.9,2026-08-21 14:53:12.045162,0.09,0.0,723.69,34:68:95:df:a0:09
Lucas,3.0,"[3.1, 3.6, 3.2, 3.6]",73.4,22.9,2026-08-21 14:53:19.049527,0.02,0.0,723.8,34:68:95:df:a0:09
Lucas,3.4,"[3.5, 3.5, 4.2, 3.5]",73.6,22.9,2026-08-21 14:53:26.053922,0.02,0.0,649.11,34:68:95:df:a0:09
Lucas,4.6,"[5.4, 4.2, 3.7, 3.2]",73.5,22.9,2026-08-21 14:53:33.058359,0.06,0.03,798.21,34:68:95:df:a0:09
Lucas,1.8,"[5.4, 5.9, 5.5, 5.0]",73.4,22.9,2026-08-21 14:53:40.062708,0.02,0.0,574.54,34:68:95:df:a0:09
Lucas,2.1,"[3.6, 3.0, 3.5, 2.5]",73.5,22.9,2026-08-21 14:53:47.067072,0.06,0.0,723.74,34:68:95:df:a0:09
Lucas,2.2,"[2.6, 4.8, 3.0, 3.3]",73.7,22.9,2026-08-21 14:53:54.071580,0.2,0.0,723.66,34:68:95:df:a0:09
Lucas,3.8,"[6.0, 6.1, 7.2, 5.1]",73.5,22.9,2026-08-21 14:54:01.077364,0.39,0.0,798.38,34:68:95:df:a0:09
Lucas,2.9,"[4.7, 3.9, 3.6, 4.3]",73.6,22.9,2026-08-21 14:54:08.081805,0.25,0.0,798.39,34:68:95:df:a0:09
Lucas,2.0,"[7.1, 5.9, 5.6, 4.5]",73.4,22.9,2026-08-21 14:54:15.086552,0.12,0.0,723.75,34:68:95:df:a0:09
Lucas,2.7,"[4.7, 3.6, 3.9, 3.9]",73.5,22.9,2026-08-21 14:54:22.091281,0.08,0.0,798.24,34:68:95:df:a0:09
Lucas,1.9,"[3.4, 4.6, 1.7, 2.2]",73.5,22.9,2026-08-21 14:54:29.096045,0.07,0.0,723.78,34:68:95:df:a0:09
Lucas,2.0,"[4.1, 3.3, 3.0, 4.8]",73.5,22.9,2026-08-21 14:54:36.100410,0.09,0.03,723.84,34:68:95:df:a0:09
Lucas,1.6,"[3.3, 3.3, 3.9, 4.2]",73.6,22.9,2026-08-21 14:54:43.104368,0.06,0.0,723.7,34:68:95:df:a0:09
Lucas,3.5,"[4.5, 4.7, 3.9, 5.9]",73.7,22.9,2026-08-21 14:54:50.108681,0.07,0.0,798.17,34:68:95:df:a0:09
Lucas,1.9,"[2.6, 3.6, 2.9, 2.6]",73.7,22.9,2026-08-21 14:54:57.113117,0.02,0.0,574.54,34:68:95:df:a0:09
Lucas,1.4,"[3.2, 3.3, 4.6, 2.9]",73.6,22.9,2026-08-21 14:55:04.117731,0.02,0.0,723.71,34:68:95:df:a0:09
Lucas,2.3,"[4.7, 4.6, 5.9, 5.8]",73.5,22.9,2026-08-21 14:55:11.121357,0.02,0.0,1771.26,34:68:95:df:a0:09
Lucas,1.4,"[3.1, 2.6, 2.7, 2.3]",73.4,22.9,2026-08-21 14:55:18.125397,0.04,0.0,798.5,34:68:95:df:a0:09
Lucas,1.4,"[5.5, 6.1, 5.6, 4.6]",73.6,22.9,2026-08-21 14:55:25.130340,0.02,0.0,574.53,34:68:95:df:a0:09
Lucas,4.8,"[3.5, 3.6, 3.6, 2.8]",73.6,22.9,2026-08-21 14:55:32.136764,0.06,0.04,798.2,34:68:95:df:a0:09
Lucas,2.3,"[3.5, 3.2, 3.3, 3.3]",73.6,22.9,2026-08-21 14:55:39.142204,0.03,0.02,649.1,34:68:95:df:a0:09
Lucas,1.8,"[2.6, 3.2, 4.2, 1.7]",73.7,22.9,2026-08-21 14:55:46.146501,0.04,0.0,649.1,34:68:95:df:a0:09
Lucas,1.0,"[2.6, 3.3, 2.2, 3.3]",73.9,22.9,2026-08-21 14:55:53.150470,0.03,0.0,649.03,34:68:95:df:a0:09
Lucas,1.9,"[5.1, 4.9, 3.9, 4.7]",73.6,22.9,2026-08-21 14:56:00.154756,0.03,0.0,723.88,34:68:95:df:a0:09
Lucas,4.7,"[5.8, 6.2, 5.2, 7.6]",73.4,22.9,2026-08-21 14:56:07.159227,0.2,0.0,649.13,34:68:95:df:a0:09
Lucas,2.7,"[4.0, 4.3, 4.6, 3.8]",73.4,22.9,2026-08-21 14:56:14.164004,0.21,0.01,649.48,34:68:95:df:a0:09
Lucas,3.0,"[3.5, 3.9, 5.5, 2.7]",73.6,22.9,2026-08-21 14:56:21.167892,0.02,0.0,998.36,34:68:95:df:a0:09
Lucas,2.0,"[2.0, 3.7, 2.9, 3.0]",73.6,22.9,2026-08-21 14:56:28.171996,0.16,0.0,723.79,34:68:95:df:a0:09
Lucas,2.8,"[5.7, 5.8, 5.6, 5.5]",73.5,22.9,2026-08-21 14:56:35.176437,0.05,0.09,798.23,34:68:95:df:a0:09
Lucas,2.8,"[2.9, 4.6, 2.6, 2.3]",73.4,22.9,2026-08-21 14:56:42.180847,0.06,0.0,798.51,34:68:95:df:a0:09
Lucas,3.2,"[3.2, 4.3, 2.2, 2.2]",73.5,22.9,2026-08-21 14:56:49.185457,0.04,0.0,574.53,34:68:95:df:a0:09
Lucas,1.9,"[2.9, 3.3, 3.2, 2.9]",73.7,22.9,2026-08-21 14:56:56.190059,0.04,0.0,723.66,34:68:95:df:a0:09
Lucas,3.5,"[4.1, 4.0, 3.2, 4.8]",73.8,22.9,2026-08-21 14:57:03.194899,0.18,0.0,723.66,34:68:95:df:a0:09
Lucas,1.6,"[6.9, 7.1, 6.1, 6.8]",73.3,22.9,2026-08-21 14:57:10.199420,0.05,0.0,798.21,34:68:95:df:a0:09
Lucas,2.8,"[3.9, 3.6, 2.6, 2.2]",73.4,22.9,2026-08-21 14:57:17.203864,0.02,0.03,574.55,34:68:95:df:a0:09
Lucas,1.6,"[4.8, 3.3, 3.0, 2.9]",73.7,22.9,2026-08-21 14:57:24.208370,0.09,0.0,798.17,34:68:95:df:a0:09
Lucas,5.3,"[3.3, 4.3, 2.7, 3.0]",73.7,22.9,2026-08-21 14:57:31.212717,0.05,0.06,798.25,34:68:95:df:a0:09
Lucas,1.9,"[2.5, 2.2, 2.9, 2.9]",73.7,22.9,2026-08-21 14:57:38.217184,0.07,0.03,798.5,34:68:95:df:a0:09
Lucas,1.0,"[4.8, 5.6, 4.5, 5.0]",73.6,22.9,2026-08-21 14:57:45.221559,0.02,0.0,723.8,34:68:95:df:a0:09
Lucas,2.5,"[2.2, 2.7, 5.0, 3.2]",73.7,22.9,2026-08-21 14:57:52.225924,0.01,0.0,723.67,34:68:95:df:a0:09
Lucas,1.3,"[2.6, 2.3, 2.6, 1.7]",73.7,22.9,2026-08-21 14:57:59.230414,0.01,0.0,649.17,34:68:95:df:a0:09
Lucas,1.8,"[6.0, 7.6, 6.1, 5.2]",73.6,22.9,2026-08-21 14:58:06.234897,0.02,0.0,797.99,34:68:95:df:a0:09
Lucas,3.0,"[2.9, 4.1, 3.2, 3.9]",73.6,22.9,2026-08-21 14:58:13.239486,0.07,0.04,723.66,34:68:95:df:a0:09
Lucas,3.8,"[4.2, 5.6, 4.5, 5.9]",73.6,22.9,2026-08-21 14:58:20.243867,0.04,0.0,649.2,34:68:95:df:a0:09
Lucas,1.8,"[2.8, 3.2, 2.2, 2.6]",73.6,22.9,2026-08-21 14:58:27.248236,0.03,0.0,723.74,34:68:95:df:a0:09
Lucas,2.0,"[4.2, 4.2, 3.3, 3.3]",73.7,22.9,2026-08-21 14:58:34.252612,0.01,0.0,723.65,34:68:95:df:a0:09
Lucas,2.7,"[5.2, 2.9, 3.6, 3.6]",73.7,22.9,2026-08-21 14:58:41.257199,0.07,0.0,798.29,34:68:95:df:a0:09
Lucas,1.3,"[6.4, 6.6, 4.9, 4.5]",73.6,22.9,2026-08-21 14:58:48.261580,0.05,0.0,798.29,34:68:95:df:a0:09
Lucas,1.8,"[3.6, 2.4, 3.8, 3.3]",73.8,22.9,2026-08-21 14:58:55.266056,0.16,0.0,723.62,34:68:95:df:a0:09
Lucas,6.1,"[5.0, 6.5, 3.5, 3.5]",73.8,22.9,2026-08-21 14:59:02.270750,0.25,0.0,798.25,34:68:95:df:a0:09
Lucas,1.9,"[5.2, 4.8, 6.3, 5.5]",73.7,22.9,2026-08-21 14:59:09.275176,0.01,0.0,798.66,34:68:95:df:a0:09
Lucas,1.4,"[3.2, 3.3, 3.2, 1.7]",73.7,22.9,2026-08-21 14:59:16.279530,0.01,0.0,798.2,34:68:95:df:a0:09
Lucas,1.4,"[4.4, 5.2, 6.9, 4.5]",73.7,22.9,2026-08-21 14:59:23.283997,0.01,0.0,723.68,34:68:95:df:a0:09
Lucas,3.0,"[3.3, 2.2, 2.2, 4.3]",73.7,22.9,2026-08-21 14:59:30.288390,0.04,0.06,723.79,34:68:95:df:a0:09
Lucas,2.4,"[3.5, 3.9, 3.3, 4.2]",73.6,22.9,2026-08-21 14:59:37.292824,0.01,0.0,798.36,34:68:95:df:a0:09
Lucas,0.9,"[3.9, 4.0, 2.9, 5.5]",73.8,22.9,2026-08-21 14:59:44.297690,0.02,0.0,723.67,34:68:95:df:a0:09
Lucas,2.8,"[4.6, 5.6, 4.9, 5.8]",73.7,22.9,2026-08-21 14:59:51.301679,0.03,0.0,649.13,34:68:95:df:a0:09
Lucas,1.8,"[2.6, 2.2, 2.9, 2.0]",73.7,22.9,2026-08-21 14:59:58.306127,0.16,0.0,723.78,34:68:95:df:a0:09
Lucas,1.3,"[6.2, 5.2, 5.6, 5.3]",73.7,22.9,2026-08-21 15:00:05.310556,0.03,0.0,798.26,34:68:95:df:a0:09
Lucas,2.4,"[4.9, 4.0, 4.9, 4.0]",73.5,22.9,2026-08-21 15:00:12.315069,0.01,0.0,649.26,34:68:95:df:a0:09
Lucas,3.3,"[1.7, 3.2, 2.6, 4.0]",73.5,22.9,2026-08-21 15:00:19.319531,0.02,0.0,649.11,34:68:95:df:a0:09
Lucas,2.0,"[3.2, 2.7, 5.3, 3.5]",73.5,22.9,2026-08-21 15:00:26.324031,0.04,0.0,798.4,34:68:95:df:a0:09
Lucas,2.9,"[3.3, 4.3, 4.6, 3.3]",73.6,22.9,2026-08-21 15:00:33.328433,0.03,0.04,723.71,34:68:95:df:a0:09
Lucas,1.6,"[5.1, 4.9, 4.5, 5.8]",73.7,22.9,2026-08-21 15:00:40.333182,0.03,0.0,798.38,34:68:95:df:a0:09
Lucas,1.6,"[3.8, 2.7, 4.0, 2.7]",73.7,22.9,2026-08-21 15:00:47.337761,0.04,0.0,798.22,34:68:95:df:a0:09
Lucas,1.1,"[4.5, 1.7, 3.0, 2.7]",73.8,22.9,2026-08-21 15:00:54.342265,0.06,0.0,723.69,34:68:95:df:a0:09
Lucas,2.8,"[3.5, 2.2, 4.2, 2.6]",74.0,22.9,2026-08-21 15:01:01.346713,0.01,0.0,723.68,34:68:95:df:a0:09
Lucas,2.2,"[8.7, 7.8, 7.4, 7.8]",73.6,22.9,2026-08-21 15:01:08.351297,0.12,0.0,723.64,34:68:95:df:a0:09
Lucas,1.3,"[3.9, 2.3, 3.9, 2.6]",73.6,22.9,2026-08-21 15:01:15.355829,0.01,0.0,649.14,34:68:95:df:a0:09
Lucas,2.5,"[5.4, 3.6, 4.5, 1.7]",73.7,22.9,2026-08-21 15:01:22.360406,0.05,0.0,649.18,34:68:95:df:a0:09
Lucas,2.3,"[2.6, 2.3, 2.9, 3.0]",73.8,22.9,2026-08-21 15:01:29.365007,0.16,0.0,723.74,34:68:95:df:a0:09
Lucas,1.8,"[4.9, 5.8, 5.9, 6.3]",73.5,22.9,2026-08-21 15:01:36.369547,0.04,0.03,798.28,34:68:95:df:a0:09
Lucas,2.3,"[3.2, 4.3, 3.5, 3.8]",73.7,22.9,2026-08-21 15:01:43.373909,0.21,0.0,574.55,34:68:95:df:a0:09
Lucas,3.4,"[3.7, 3.5, 3.0, 2.7]",74.0,22.9,2026-08-21 15:01:50.378458,0.03,0.0,723.82,34:68:95:df:a0:09
Lucas,1.8,"[2.3, 3.2, 2.2, 2.7]",73.8,22.9,2026-08-21 15:01:57.383069,0.01,0.0,723.73,34:68:95:df:a0:09
Lucas,1.9,"[7.9, 7.7, 7.9, 9.4]",73.6,22.9,2026-08-21 15:02:04.387585,0.14,0.0,649.12,34:68:95:df:a0:09
Lucas,2.4,"[2.3, 2.3, 2.6, 3.6]",73.5,22.9,2026-08-21 15:02:11.392105,0.02,0.0,649.01,34:68:95:df:a0:09
Lucas,1.3,"[2.8, 2.5, 2.7, 2.6]",73.7,22.9,2026-08-21 15:02:18.396604,0.04,0.0,723.68,34:68:95:df:a0:09
Lucas,1.8,"[5.2, 2.9, 2.9, 3.2]",73.9,22.9,2026-08-21 15:02:25.400954,0.16,0.0,723.65,34:68:95:df:a0:09
Lucas,2.9,"[6.0, 5.2, 5.9, 4.2]",73.5,22.9,2026-08-21 15:02:32.405520,0.05,0.0,574.55,34:68:95:df:a0:09
Lucas,1.4,"[2.5, 2.9, 2.3, 3.5]",73.6,22.9,2026-08-21 15:02:39.410200,0.02,0.0,723.62,34:68:95:df:a0:09
Lucas,1.6,"[2.8, 2.9, 3.8, 2.2]",73.7,22.9,2026-08-21 15:02:46.414581,0.02,0.0,574.53,34:68:95:df:a0:09
Lucas,1.5,"[2.5, 2.3, 5.3, 2.2]",74.0,22.9,2026-08-21 15:02:53.419032,0.12,0.0,798.3,34:68:95:df:a0:09
Lucas,1.8,"[6.7, 6.6, 7.5, 6.8]",73.7,22.9,2026-08-21 15:03:00.423532,0.02,0.0,649.07,34:68:95:df:a0:09
Lucas,2.0,"[3.8, 3.0, 4.2, 3.5]",73.6,22.9,2026-08-21 15:03:07.428166,0.04,0.0,723.65,34:68:95:df:a0:09
Lucas,2.3,"[3.4, 4.3, 3.3, 2.5]",73.6,22.9,2026-08-21 15:03:14.432706,0.23,0.0,723.73,34:68:95:df:a0:09
Lucas,3.8,"[3.8, 3.8, 4.6, 2.9]",73.7,22.9,2026-08-21 15:03:21.437199,0.05,0.0,723.68,34:68:95:df:a0:09
Lucas,1.4,"[4.9, 5.0, 4.8, 4.2]",73.6,22.9,2026-08-21 15:03:28.441579,0.06,0.0,798.38,34:68:95:df:a0:09
Lucas,1.9,"[3.9, 4.5, 5.5, 3.9]",74.0,22.9,2026-08-21 15:03:35.445599,0.02,0.03,574.54,34:68:95:df:a0:09
Lucas,4.1,"[7.8, 6.2, 5.8, 8.4]",73.8,22.9,2026-08-21 15:03:42.449661,0.29,0.02,798.23,34:68:95:df:a0:09
Lucas,4.2,"[3.6, 2.3, 1.6, 5.0]",73.9,22.9,2026-08-21 15:03:49.454253,0.16,0.0,723.73,34:68:95:df:a0:09
Lucas,2.2,"[5.8, 5.5, 4.5, 5.2]",73.9,22.9,2026-08-21 15:03:56.459099,0.13,0.0,798.28,34:68:95:df:a0:09
Lucas,5.2,"[3.9, 3.5, 4.6, 4.3]",73.8,22.9,2026-08-21 15:04:03.463676,0.18,0.0,798.15,34:68:95:df:a0:09
Lucas,1.6,"[2.6, 2.6, 3.9, 3.6]",73.9,22.9,2026-08-21 15:04:10.468259,0.04,0.0,649.22,34:68:95:df:a0:09
Lucas,2.2,"[4.2, 2.5, 4.2, 3.6]",74.0,22.9,2026-08-21 15:04:17.472655,0.05,0.03,723.38,34:68:95:df:a0:09
Lucas,1.0,"[5.2, 3.6, 5.3, 6.6]",74.0,22.9,2026-08-21 15:04:24.477070,0.02,0.0,649.11,34:68:95:df:a0:09
Lucas,3.8,"[6.1, 5.6, 7.9, 8.0]",74.1,22.9,2026-08-21 15:04:32.276045,0.0,0.01,649.15,34:68:95:df:a0:09
Lucas,11.5,"[9.3, 11.8, 7.5, 8.5]",74.6,22.9,2026-08-21 15:04:39.280039,0.87,0.49,1322.47,34:68:95:df:a0:09
Lucas,4.6,"[4.9, 5.1, 4.4, 7.1]",74.7,22.9,2026-08-21 15:04:46.283958,1.23,0.04,723.62,34:68:95:df:a0:09
Lucas,2.4,"[14.1, 10.1, 17.6, 6.5]",76.6,22.9,2026-08-21 15:04:53.288973,0.02,0.0,574.54,34:68:95:df:a0:09
Lucas,2.3,"[2.2, 2.9, 3.2, 1.9]",74.5,22.9,2026-08-21 15:05:00.293268,0.01,0.0,723.74,34:68:95:df:a0:09
Lucas,2.4,"[4.8, 2.9, 3.5, 3.7]",74.2,22.9,2026-08-21 15:05:07.297648,0.01,0.0,723.64,34:68:95:df:a0:09
Lucas,2.5,"[9.7, 11.4, 9.5, 11.1]",74.2,22.9,2026-08-21 15:05:14.302131,0.02,0.03,723.78,34:68:95:df:a0:09
Lucas,4.5,"[6.7, 4.8, 7.9, 4.6]",74.2,22.9,2026-08-21 15:05:21.306369,0.01,0.0,798.24,34:68:95:df:a0:09
Lucas,1.6,"[2.7, 3.7, 1.6, 1.7]",74.1,22.9,2026-08-21 15:05:28.310810,0.01,0.0,723.63,34:68:95:df:a0:09
Lucas,5.0,"[4.5, 5.3, 4.2, 3.9]",74.0,22.9,2026-08-21 15:05:35.315199,0.14,0.12,649.13,34:68:95:df:a0:09
